,Title,Year,Genres,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score
740,The Santa Clause ,1994,Comedy|Drama|Family|Fantasy,English,USA,PG,97,1.85,22000000.0,144833357.0,John Pasquin,Judge Reinhold,Eric Lloyd,Peter Boyle,11,901,775,595.0,2790,0,0,64742,111,64.0,6.4
741,The Shadow ,1994,Action|Adventure|Crime|Fantasy|Mystery|Thriller,English,USA,PG-13,93,1.85,25000000.0,32055248.0,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,85,924,595,510.0,2711,0,0,18723,146,70.0,6.0
742,The Shawshank Redemption ,1994,Crime|Drama,English,USA,R,142,1.85,25000000.0,28341469.0,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,0,11000,745,461.0,13495,108000,0,1689764,4144,199.0,9.3
743,The Specialist ,1994,Action|Crime|Drama|Romance|Thriller,English,Peru,R,110,1.85,45000000.0,57362581.0,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,49,13000,279,20.0,13331,0,2,50148,116,38.0,5.4
744,There Goes My Baby ,1994,Comedy|Drama,English,USA,R,99,,10500000.0,125169.0,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,11,665,446,327.0,2272,119,2,859,31,5.0,6.4
745,Timecop ,1994,Action|Crime|Sci-Fi|Thriller,English,Canada,R,99,2.35,27000000.0,44450000.0,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,0,664,655,186.0,2010,0,1,44394,115,62.0,5.8
746,True Lies ,1994,Action|Comedy|Thriller,English,USA,R,141,2.35,115000000.0,146282411.0,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,0,2000,1000,618.0,4528,0,0,190439,351,94.0,7.2
747,Wolf ,1994,Drama|Horror|Romance|Thriller,English,USA,R,125,1.85,70000000.0,65012000.0,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,0,443,277,184.0,1439,0,1,43559,137,59.0,6.2
748,Wyatt Earp ,1994,Adventure|Biography|Crime|Drama|Western,English,USA,PG-13,212,2.35,63000000.0,25052000.0,Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,759,2000,925,812.0,5708,0,0,35314,145,40.0,6.6
749,Ace Ventura: When Nature Calls ,1995,Adventure|Comedy,English,USA,PG-13,90,2.35,30000000.0,108360000.0,Steve Oedekerk,Bruce Spence,Bob Gunton,Sophie Okonedo,176,531,461,460.0,2203,0,0,160321,178,59.0,6.3
750,Apollo 13 ,1995,Adventure|Drama|History,English,USA,PG,140,2.35,62000000.0,172071312.0,Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,2000,15000,968,552.0,17171,5000,0,208817,296,159.0,7.6
751,Assassins ,1995,Action|Crime|Thriller,English,France,R,132,1.85,50000000.0,30306268.0,Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan,503,45000,13000,282.0,58528,0,0,62981,84,61.0,6.3
752,Babe ,1995,Comedy|Drama|Family,English,Australia,G,91,1.85,30000000.0,66600000.0,Chris Noonan,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne,108,405,368,204.0,1185,5000,0,94435,182,79.0,6.8
753,Bad Boys ,1995,Action|Comedy|Crime|Drama|Thriller,English,USA,R,119,1.85,19000000.0,65807024.0,Michael Bay,Will Smith,Tchéky Karyo,Theresa Randle,0,10000,345,244.0,11013,0,0,172405,203,63.0,6.8
754,Bang ,1995,Crime|Drama,English,USA,,98,,,,Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,3,789,194,152.0,1186,20,1,438,14,10.0,6.4
755,Batman Forever ,1995,Action|Adventure|Fantasy,English,USA,PG-13,121,1.85,100000000.0,184031112.0,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,541,920,710,680.0,2880,0,4,190786,539,144.0,5.4
756,Before Sunrise ,1995,Drama|Romance,English,USA,R,105,1.85,2500000.0,5400000.0,Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell,0,15,12,4.0,36,22000,1,183288,395,121.0,8.1
757,Braveheart ,1995,Biography|Drama|History|War,English,USA,R,178,2.35,72000000.0,75600000.0,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,0,906,466,403.0,1976,17000,1,736638,1065,132.0,8.4
758,Casino ,1995,Biography|Crime|Drama,English,USA,R,178,2.35,52000000.0,42438300.0,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,17000,22000,721,574.0,24183,11000,2,333542,533,133.0,8.2
759,Casper ,1995,Comedy|Family|Fantasy,English,USA,PG,100,1.85,50000000.0,100328194.0,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,52,795,419,394.0,2638,0,0,85903,92,26.0,6.0
760,Clueless ,1995,Comedy|Romance,English,USA,PG-13,97,1.85,12000000.0,56631572.0,Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,143,927,281,201.0,1724,0,1,123390,248,88.0,6.8
761,Congo ,1995,Action|Adventure|Mystery|Sci-Fi,English,USA,PG-13,109,1.85,50000000.0,81022333.0,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,155,426,387,293.0,1761,0,0,34471,147,55.0,5.0
762,Copycat ,1995,Crime|Drama|Mystery|Thriller,English,USA,R,123,2.35,20000000.0,32051917.0,Jon Amiel,William McNamara,Holly Hunter,Harry Connick Jr.,36,10000,1000,631.0,12338,0,0,42315,140,57.0,6.6
763,Crimson Tide ,1995,Action|Drama|Thriller|War,English,USA,R,123,2.35,53000000.0,91400000.0,Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,12000,18000,10000,665.0,30132,0,0,81026,194,82.0,7.3
764,Cutthroat Island ,1995,Action|Adventure|Comedy,English,USA,PG-13,124,2.35,98000000.0,11000000.0,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,212,1000,903,810.0,3611,1000,3,21102,169,61.0,5.6
765,Dead Man Walking ,1995,Crime|Drama,English,UK,R,122,1.85,11000000.0,39025000.0,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,0,276,258,191.0,903,0,0,73193,190,77.0,7.6
766,Desperado ,1995,Action|Crime|Thriller,English,USA,R,104,1.85,7000000.0,25625110.0,Robert Rodriguez,Quentin Tarantino,Steve Buscemi,Salma Hayek,0,16000,12000,4000.0,33758,0,0,138707,202,93.0,7.2
767,Die Hard with a Vengeance ,1995,Action|Adventure|Thriller,English,USA,R,128,2.35,90000000.0,100012500.0,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,323,13000,559,489.0,14274,0,1,299258,346,148.0,7.6
768,First Knight ,1995,Action|Adventure|Romance|Thriller,English,USA,PG-13,134,1.85,55000000.0,37600435.0,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,109,919,303,249.0,1695,0,3,55350,180,53.0,5.9
769,Four Rooms ,1995,Comedy|Fantasy,English,USA,R,110,1.85,4000000.0,4301331.0,Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,99,4000,975,960.0,7921,0,6,78241,177,51.0,6.7
770,Friday ,1995,Comedy|Drama,English,USA,R,97,1.85,3500000.0,27900000.0,F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,473,826,723,624.0,3455,8000,1,74626,157,20.0,7.3
771,Get Shorty ,1995,Comedy|Crime|Thriller,English,USA,R,105,1.85,30250000.0,72077000.0,Barry Sonnenfeld,Delroy Lindo,Rene Russo,Jon Gries,188,848,808,482.0,3439,0,4,62986,150,96.0,6.9
772,GoldenEye ,1995,Action|Adventure|Thriller,English,UK,PG-13,130,2.35,58000000.0,106635996.0,Martin Campbell,Izabella Scorupco,Joe Don Baker,Tchéky Karyo,258,394,387,345.0,1784,0,2,199025,416,137.0,7.2
773,Hackers ,1995,Comedy|Crime|Drama|Thriller,English,USA,PG-13,107,2.35,20000000.0,7564000.0,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,34,11000,922,472.0,13821,12000,1,54650,223,79.0,6.2
774,Halloween: The Curse of Michael Myers ,1995,Horror|Thriller,English,USA,R,93,1.85,5000000.0,15126948.0,Joe Chappelle,Donald Pleasence,Kim Darby,Mitchell Ryan,13,742,152,141.0,1227,0,0,20815,335,123.0,4.9
775,Home for the Holidays ,1995,Comedy|Drama|Romance,English,USA,PG-13,103,1.85,20000000.0,17518220.0,Jodie Foster,Robert Downey Jr.,Holly Hunter,Steve Guttenberg,0,21000,1000,801.0,25263,0,1,9105,76,45.0,6.6
776,Jade ,1995,Crime|Drama|Thriller,English,USA,R,107,1.85,50000000.0,9795017.0,William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,607,2000,979,602.0,5461,422,0,9227,70,50.0,5.1
777,Jefferson in Paris ,1995,Biography|Drama|History|Romance,English,France,PG-13,139,1.85,14000000.0,2474000.0,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,133,423,15,5.0,446,127,1,2427,27,20.0,5.7
778,Kids ,1995,Drama,English,USA,,91,1.85,1500000.0,7417210.0,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,184,3000,202,82.0,3310,0,1,59041,408,71.0,7.0
779,Kiss of Death ,1995,Action|Crime|Thriller,English,USA,R,101,1.85,40000000.0,14942422.0,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,58,12000,975,497.0,14008,555,3,14226,60,40.0,5.9
780,Leaving Las Vegas ,1995,Drama|Romance,English,USA,R,111,1.66,3600000.0,31968347.0,Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,81,12000,898,687.0,14823,0,0,93894,286,123.0,7.6
781,Mallrats ,1995,Comedy|Romance,English,USA,R,123,1.85,6000000.0,2122561.0,Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,0,1000,898,781.0,3254,0,6,99033,434,93.0,7.2
782,Money Train ,1995,Action|Comedy|Crime|Drama|Thriller,English,USA,R,105,2.35,68000000.0,35324232.0,Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,29,584,220,97.0,1132,617,1,32224,62,40.0,5.6
783,Mortal Kombat ,1995,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,USA,PG-13,101,1.85,18000000.0,70360285.0,Paul W.S. Anderson,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,545,1000,1000,545.0,3816,0,0,81783,283,72.0,5.8
784,Mr. Holland's Opus ,1995,Drama|Music,English,USA,PG,143,2.35,6500000.0,82528097.0,Stephen Herek,Alicia Witt,Olympia Dukakis,Jean Louisa Kelly,65,975,345,320.0,2223,0,1,30230,154,42.0,7.3
785,Nixon ,1995,Biography|Drama|History,English,USA,R,212,2.35,50000000.0,13560960.0,Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,0,12000,5000,805.0,21130,915,0,23996,161,83.0,7.1
786,Outbreak ,1995,Action|Drama|Thriller,English,USA,R,127,1.85,50000000.0,67823573.0,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,249,18000,11000,808.0,30383,0,3,91176,130,64.0,6.6
787,Pocahontas ,1995,Adventure|Animation|Drama|Family|History|Musical|Romance,English,USA,G,84,1.78,55000000.0,141600000.0,Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,12,23000,2000,752.0,26754,0,1,119675,216,92.0,6.6
788,Richard III ,1995,Drama|War,English,UK,R,104,2.35,6000000.0,2600000.0,Richard Loncraine,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,12,21000,1000,1000.0,23962,0,3,11612,88,56.0,7.5
789,Rob Roy ,1995,Adventure|Biography,English,USA,R,139,2.35,28000000.0,31600000.0,Michael Caton-Jones,Liam Neeson,Jason Flemyng,Eric Stoltz,105,14000,1000,902.0,16125,0,1,34427,126,44.0,6.9
790,Rumble in the Bronx ,1995,Action|Comedy,Cantonese,Hong Kong,R,89,2.35,7500000.0,32333860.0,Stanley Tong,Françoise Yip,Anita Mui,Garvin Cross,7,186,147,36.0,407,0,1,29843,81,62.0,6.7
791,Se7en ,1995,Crime|Drama|Mystery|Thriller,English,USA,R,127,2.35,33000000.0,100125340.0,David Fincher,Morgan Freeman,Brad Pitt,Reg E. Cathey,21000,11000,11000,360.0,22678,39000,0,1023511,1080,216.0,8.6
792,Sense and Sensibility ,1995,Drama|Romance,English,USA,PG,136,1.85,16500000.0,42700000.0,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,0,25000,14000,1000.0,41059,0,2,78392,196,69.0,7.7
793,Showgirls ,1995,Drama,English,France,NC-17,131,2.35,45000000.0,20302961.0,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,719,16000,893,683.0,18913,0,0,49874,450,181.0,4.6
794,Species ,1995,Action|Horror|Sci-Fi|Thriller,English,USA,R,108,2.35,35000000.0,60054449.0,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,79,900,759,25.0,1715,0,0,61018,140,97.0,5.8
795,Tales from the Crypt: Demon Knight ,1995,Action|Fantasy|Horror|Thriller,English,USA,R,92,1.85,13000000.0,21088568.0,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,226,1000,851,580.0,3931,0,1,16646,104,66.0,6.7
796,Tales from the Hood ,1995,Comedy|Horror|Thriller,English,USA,R,98,1.85,6000000.0,11797927.0,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,38,1000,475,360.0,3221,985,0,4582,52,25.0,6.1
797,Tank Girl ,1995,Action|Comedy|Sci-Fi,English,USA,R,104,2.35,25000000.0,4064333.0,Rachel Talalay,Naomi Watts,Lori Petty,Jeff Kober,54,6000,923,919.0,9662,0,0,24790,173,60.0,5.2
798,The American President ,1995,Comedy|Drama|Romance,English,USA,PG-13,114,2.35,62000000.0,65000000.0,Rob Reiner,Shawna Waldron,Samantha Mathis,Wendie Malick,0,524,517,452.0,2668,0,0,43027,214,75.0,6.8
799,The Bridges of Madison County ,1995,Drama|Romance,English,USA,PG-13,135,1.85,35000000.0,70960517.0,Clint Eastwood,Clint Eastwood,Meryl Streep,Debra Monk,16000,16000,11000,86.0,27237,0,0,54631,192,69.0,7.5
800,The Brothers McMullen ,1995,Comedy|Drama|Romance,English,USA,R,98,1.85,25000.0,10246600.0,Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,0,138,111,73.0,388,265,0,6375,36,36.0,6.6
801,The Horseman on the Roof ,1995,Adventure|Drama|Romance|War,French,France,R,135,2.35,,1877179.0,Jean-Paul Rappeneau,Olivier Martinez,François Cluzet,Isabelle Carré,22,837,541,45.0,1508,262,1,4885,25,28.0,7.1
802,The Incredibly True Adventure of Two Girls in Love ,1995,Comedy|Drama|Romance,English,USA,R,94,1.85,250000.0,1977544.0,Maria Maggenti,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,4,360,273,10.0,656,423,0,3513,36,23.0,6.5
803,The Indian in the Cupboard ,1995,Drama|Family|Fantasy,English,USA,PG,96,1.85,45000000.0,35617599.0,Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,0,1000,845,563.0,2965,0,1,20688,47,25.0,5.9
804,The Jerky Boys ,1995,Comedy|Crime,English,USA,R,82,1.85,,7557877.0,James Melkonian,Vincent Pastore,William Hickey,Peter Appel,7,584,246,27.0,1002,138,0,2129,37,10.0,4.6
805,The Net ,1995,Action|Crime|Drama|Mystery|Thriller,English,USA,PG-13,114,1.85,22000000.0,50728000.0,Irwin Winkler,Ken Howard,Jeremy Northam,Ray McKinnon,34,649,327,287.0,1725,0,0,48909,166,53.0,5.8
806,The Perez Family ,1995,Comedy|Drama|Romance,English,USA,R,113,1.85,11000000.0,2832826.0,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,300,1000,979,787.0,3072,174,2,1761,19,15.0,6.2
807,The Prophecy ,1995,Action|Fantasy|Horror|Mystery|Thriller,English,USA,R,98,2.35,8000000.0,16115878.0,Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,10,10000,1000,912.0,13433,0,0,24438,194,56.0,6.6
808,The Quick and the Dead ,1995,Action|Thriller|Western,English,Japan,R,107,1.85,32000000.0,18636537.0,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,0,29000,165,159.0,29743,0,0,69197,216,63.0,6.4
809,The Scarlet Letter ,1995,Drama|Romance,English,USA,R,135,2.35,50000000.0,10400000.0,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,596,10000,3000,2000.0,15820,943,1,12037,90,34.0,5.1
810,The Usual Suspects ,1995,Crime|Drama|Mystery|Thriller,English,USA,R,106,2.35,6000000.0,23272306.0,Bryan Singer,Kevin Spacey,Chazz Palminteri,Kevin Pollak,0,18000,979,574.0,20821,28000,4,740918,1182,162.0,8.6
811,Things to Do in Denver When You're Dead ,1995,Crime|Drama,English,USA,R,115,1.85,7000000.0,529766.0,Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,39,12000,970,642.0,14889,0,2,22345,144,52.0,6.8
812,To Die For ,1995,Comedy|Crime|Drama,English,USA,R,106,1.85,20000000.0,21200000.0,Gus Van Sant,Kurtwood Smith,Wayne Knight,Holland Taylor,835,1000,967,458.0,3598,1000,0,34774,162,59.0,6.8
813,Toy Story ,1995,Adventure|Animation|Comedy|Family|Fantasy,English,USA,G,74,1.85,30000000.0,191796233.0,John Lasseter,Tom Hanks,John Ratzenberger,Jim Varney,487,15000,1000,802.0,19046,0,1,623757,391,166.0,8.3
814,Under Siege 2: Dark Territory ,1995,Action|Thriller,English,USA,R,92,1.85,60000000.0,50024083.0,Geoff Murphy,Peter Greene,Brenda Bakke,Patrick Kilpatrick,14,789,520,488.0,2318,1000,1,35918,126,47.0,5.4
815,Vampire in Brooklyn ,1995,Comedy|Fantasy|Horror|Romance,English,USA,R,100,1.85,20000000.0,19900000.0,Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,0,723,422,364.0,2348,1000,1,17262,53,34.0,4.5
816,Virtuosity ,1995,Action|Crime|Sci-Fi|Thriller,English,USA,R,106,2.35,30000000.0,24048000.0,Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,32,18000,723,650.0,20772,0,1,23579,88,44.0,5.5
817,Waterworld ,1995,Action|Adventure|Sci-Fi|Thriller,English,USA,PG-13,176,1.85,175000000.0,88246220.0,Kevin Reynolds,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,58,711,60,60.0,1004,0,0,144337,309,91.0,6.1
818,Welcome to the Dollhouse ,1995,Comedy|Drama,English,USA,R,88,1.85,800000.0,4771000.0,Todd Solondz,Heather Matarazzo,Ken Leung,Christina Vidal,377,529,502,236.0,1502,0,1,26513,174,74.0,7.5
819,A Thin Line Between Love and Hate ,1996,Comedy|Crime|Drama|Romance|Thriller,English,USA,R,108,2.35,8000000.0,34746109.0,Martin Lawrence,Faizon Love,Lynn Whitfield,Della Reese,0,585,434,388.0,3023,559,2,3122,14,11.0,5.6
820,A Time to Kill ,1996,Crime|Drama|Thriller,English,USA,R,149,2.35,40000000.0,108706165.0,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,541,18000,11000,1000.0,31349,0,3,99558,236,71.0,7.4
821,Albino Alligator ,1996,Crime|Drama|Thriller,English,USA,R,97,2.35,5000000.0,326308.0,Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,18000,10000,1000,977.0,13718,225,3,6632,69,37.0,6.1
822,Basquiat ,1996,Biography|Drama,English,USA,R,108,1.85,3300000.0,2961991.0,Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,232,10000,721,353.0,11459,0,4,15885,78,42.0,6.9
823,Beavis and Butt-Head Do America ,1996,Adventure|Animation|Comedy|Crime,English,USA,PG-13,81,1.85,12000000.0,63071133.0,Mike Judge,Bruce Willis,Demi Moore,John Doman,406,13000,2000,616.0,17035,0,0,42892,154,63.0,6.8
824,Blood and Wine ,1996,Crime|Drama|Thriller,English,USA,R,101,1.85,22000000.0,1075288.0,Bob Rafelson,Harold Perrineau,Mike Starr,Judy Davis,30,1000,854,223.0,2228,145,3,7772,55,42.0,6.1
825,Bogus ,1996,Comedy|Family|Fantasy,English,USA,PG,110,1.85,30000000.0,4357000.0,Norman Jewison,Haley Joel Osment,Nancy Travis,Andrea Martin,278,3000,359,179.0,3864,350,3,5176,30,15.0,5.3
826,Bottle Rocket ,1996,Comedy|Crime|Drama,English,USA,R,91,1.85,7000000.0,1040879.0,Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,0,387,96,65.0,648,0,0,54478,184,83.0,7.1
827,Bound ,1996,Crime|Drama|Romance|Thriller,English,USA,R,109,1.85,4500000.0,3798532.0,Lana Wachowski,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,0,3000,441,126.0,3668,2000,0,41138,208,120.0,7.4
828,Broken Arrow ,1996,Action|Crime|Thriller,English,USA,R,108,2.35,50000000.0,70450000.0,John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,610,848,517,461.0,2913,0,2,77390,189,72.0,6.0
829,Chain Reaction ,1996,Action|Drama|Sci-Fi|Thriller,English,USA,PG-13,107,1.85,50000000.0,20550712.0,Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,99,18000,11000,581.0,31014,1000,1,40346,95,47.0,5.6
830,City Hall ,1996,Drama|Thriller,English,USA,R,111,1.85,40000000.0,20300000.0,Harold Becker,Al Pacino,Martin Landau,Bridget Fonda,17,14000,940,889.0,17877,309,2,16741,60,50.0,6.2
831,Courage Under Fire ,1996,Action|Drama|Mystery|Thriller|War,English,USA,R,116,1.85,46000000.0,58918501.0,Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn,380,18000,13000,826.0,33233,975,1,40126,107,65.0,6.6
832,Daylight ,1996,Action|Adventure|Drama|Thriller,English,USA,PG-13,114,1.85,80000000.0,32885565.0,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,357,13000,10000,366.0,25126,0,0,53132,101,61.0,5.8
833,DragonHeart ,1996,Action|Adventure|Fantasy,English,USA,PG-13,103,2.35,57000000.0,51317350.0,Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill,357,2000,663,40.0,2710,0,0,78343,139,60.0,6.4
834,Eraser ,1996,Action|Drama|Mystery|Thriller,English,USA,R,115,2.35,100000000.0,101228120.0,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,55,1000,773,383.0,3454,0,1,84424,131,81.0,6.1
835,Escape from L.A. ,1996,Action|Adventure|Sci-Fi|Thriller,English,USA,R,101,2.35,50000000.0,25407250.0,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,0,12000,898,764.0,15935,0,0,54021,227,104.0,5.7
836,Everyone Says I Love You ,1996,Comedy|Musical|Romance,English,USA,R,101,1.85,20000000.0,9714482.0,Woody Allen,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,11000,1000,612,2.0,1614,0,0,30083,140,69.0,6.8
837,Evita ,1996,Biography|Drama|History|Musical,English,USA,PG,135,2.35,55000000.0,49994804.0,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,317,57,40,34.0,164,0,1,29205,194,76.0,6.3
838,Executive Decision ,1996,Action|Adventure|Thriller,English,USA,R,133,2.35,55000000.0,68750000.0,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,53,1000,780,263.0,2916,0,0,40858,144,60.0,6.4
839,Extreme Measures ,1996,Crime|Drama|Mystery|Thriller,English,USA,R,118,2.35,38000000.0,17305211.0,Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,150,24000,210,182.0,24547,352,0,14066,75,47.0,6.1
840,Eye for an Eye ,1996,Crime|Drama|Thriller,English,USA,R,101,1.85,20000000.0,53146000.0,John Schlesinger,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,154,1000,816,497.0,3174,613,1,9845,77,31.0,6.1
841,Faithful ,1996,Comedy|Crime|Drama,English,USA,R,91,1.85,13000000.0,2104000.0,Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,150,979,385,150.0,1679,69,3,1595,19,21.0,5.9
842,Fled ,1996,Action|Adventure|Crime|Drama|Romance,English,USA,R,105,1.85,25000000.0,17100000.0,Kevin Hooks,Salma Hayek,Stephen Baldwin,Will Patton,114,4000,561,537.0,6152,204,1,7073,29,36.0,5.3
843,Flipper ,1996,Adventure|Family,English,USA,PG,95,2.35,25530000.0,20047715.0,Alan Shapiro,Paul Hogan,Chelsea Field,Jessica Wesson,0,442,95,26.0,616,504,1,8008,26,23.0,5.2
844,Flirting with Disaster ,1996,Comedy,English,USA,R,92,1.85,7000000.0,14891000.0,David O. Russell,Lily Tomlin,Mary Tyler Moore,David Patrick Kelly,737,718,524,380.0,2240,824,3,15088,105,50.0,6.8
845,Freeway ,1996,Comedy|Crime|Drama|Thriller,English,USA,R,102,1.85,3000000.0,,Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters,9,904,281,221.0,1663,0,1,22246,196,65.0,6.9
846,From Dusk Till Dawn ,1996,Crime|Fantasy|Horror,English,USA,R,108,1.85,19000000.0,25753840.0,Robert Rodriguez,Quentin Tarantino,Salma Hayek,Cheech Marin,0,16000,4000,844.0,23296,12000,2,219091,592,165.0,7.3
847,Get on the Bus ,1996,Drama|History,English,USA,R,120,1.85,2400000.0,5731103.0,Spike Lee,Bernie Mac,Harry Lennix,Andre Braugher,0,1000,748,702.0,5963,352,10,4100,35,28.0,6.8
848,Ghosts of Mississippi ,1996,Drama|History,English,USA,PG-13,130,1.85,36000000.0,13052741.0,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,0,2000,912,723.0,3968,591,0,8531,57,31.0,6.7
849,Girl 6 ,1996,Comedy|Drama,English,USA,R,108,1.85,12000000.0,4903000.0,Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,0,873,680,599.0,4497,251,3,4961,33,30.0,5.0
850,Hamlet ,1996,Drama,English,UK,PG-13,150,2.2,18000000.0,4414535.0,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,0,597,591,401.0,1645,0,0,30618,224,85.0,7.8
